sie się
czcia czcią
dmuchac dmuchać
dostales dostałeś
dostawaly dostawały
kielbaski kiełbaski
lbie łbie
mlodzienczych młodzieńczych
mrozow mrozów
narade naradę
natknalem natknąłem
nedze nędzę
podzielajac podzielając
potepil potępił
powstajacej powstającej
pozostajacego pozostającego
przelknac przełknąć
resztka resztką
rozwazanie rozważanie
rozwazano rozważano
slynal słynął
startujac startując
szarosci szarości
tlumaczen tłumaczeń
ucieklo uciekło
wmowic wmówić
wprowadz wprowadź
wykonczenie wykończenie
wynalazl wynalazł
wynoszaca wynoszącą
wypisal wypisał
zarobia zarobią
zatrzasnal zatrzasnął
zbedny zbędny
zdradzaja zdradzają
zewnetrznymi zewnętrznymi
zyczac życząc
akceptujac akceptując
dopomoz dopomóż
hokeistow hokeistów
kreatywnosc kreatywność
miloszevic miloszević
nagosc nagość
niedociagniecia niedociągnięcia
odczuwala odczuwała
palacow pałaców
platnicze płatnicze
plywaly pływały
ponizszych poniższych
pozostaloscia pozostałością
proze prozę
przeciagnij przeciągnij
przedyskutowac przedyskutować
przenosne przenośne
przespac przespać
radomszczanskim radomszczańskim
skomponowal skomponował
swidnickiej świdnickiej
trabki trąbki
wplacone wpłacone
wskoczyc wskoczyć
wspoldzialac współdziałać
wykazywaly wykazywały
wykrywalnosc wykrywalność
zanurzyc zanurzyć
zapoznaja zapoznają
zaslaniaja zasłaniają
zastepstwa zastępstwa
zbieglo zbiegło
zoska zośka
aleksandre aleksandrę
archeologow archeologów
cegla cegła
cukrzyce cukrzycę
czworonogow czworonogów
cwiercfinalu ćwierćfinału
dynamika dynamiką
dziurke dziurkę
falsz fałsz
glowno głowno
jaroslawowi jarosławowi
lagodnego łagodnego
mecza męczą
mieszanka mieszanką
niebagatelna niebagatelną
nieskonczonosci nieskończoności
odbywajacy odbywający
oskarzajac oskarżając
pochlonal pochłonął
pochowac pochować
poczynic poczynić
podtrzymuja podtrzymują
poprawial poprawiał
porzadnym porządnym
postaral postarał
przyciagaly przyciągały
rys ryś
rzadom rządom
skazujacy skazujący
ufundowala ufundowała
wygorowane wygórowane
wyplynela wypłynęła
wystapimy wystąpimy
wysuwaja wysuwają
zarzadce zarządcę
zinterpretowac zinterpretować
zlapany złapany
zmeczonych zmęczonych
zyczliwoscia życzliwością
arena areną
brozek brożek
czuwaja czuwają
dopasc dopaść
fantastyczna fantastyczną
gorniczym górniczym
grabow grabów
izolacje izolację
klamke klamkę
kolizje kolizję
korzen korzeń
legl legł
lwowek lwówek
lyzeczke łyżeczkę
nieprawde nieprawdę
nieskonczona nieskończoną
niewyraznie niewyraźnie
obejmowalo obejmowało
ocalil ocalił
odprowadzac odprowadzać
petycja petycją
pierscienia pierścienia
pobral pobrał
pociagami pociągami
podrzucil podrzucił
poglebiania pogłębiania
pojechalo pojechało
polecila poleciła
polozeniem położeniem
poswieceniem poświęceniem
potwierdzajac potwierdzając
przyjsciem przyjściem
przywlaszczenia przywłaszczenia
radomszczanskich radomszczańskich
ropa ropą
rozpadla rozpadła
rzezbiarza rzeźbiarza
slajdow slajdów
splonelo spłonęło
splywu spływu
spolecznoscia społecznością
strazackich strażackich
swiateczna świąteczną
umorzyc umorzyć
uslysza usłyszą
wazyla ważyła
wkladamy wkładamy
wygloszone wygłoszone
wypracowaly wypracowały
wypuszczajac wypuszczając
wysiadla wysiadła
wywolujace wywołujące
zabralam zabrałam
zameldowac zameldować
zaproponowana zaproponowaną
zawiodly zawiodły
zmierzajacy zmierzający
zywcu żywcu
aktualnosc aktualność
bagazniku bagażniku
bazujac bazując
dostalby dostałby
formacja formacją
interesowalem interesowałem
konfiguracje konfigurację
konkretow konkretów
laka łąka
magdalene magdalenę
majatkowy majątkowy
mundurow mundurów
narazeniem narażeniem
niepodleglych niepodległych
oddaly oddały
oznaczaly oznaczały
plywajace pływające
podnosily podnosiły
pokryly pokryły
przepuscic przepuścić
przynoszace przynoszące
realnosc realność
sadom sądom
sformulowano sformułowano
slawnej sławnej
swietlnych świetlnych
swiezosc świeżość
tatrzanskich tatrzańskich
wdrazaniu wdrażaniu
welna wełna
wtornym wtórnym
wypozyczenia wypożyczenia
wywolanej wywołanej
wywolywania wywoływania
zachodzily zachodziły
zalozycielskiego założycielskiego
zatrudniajacy zatrudniający
zdolalo zdołało
zrezygnowalismy zrezygnowaliśmy
zwiesc zwieść
angazowal angażował
aure aurę
baly bały
chorowal chorował
chwytaja chwytają
doczekaja doczekają
dominujacych dominujących
dostosowuja dostosowują
ignorowac ignorować
jezykowa językowa
lacznikiem łącznikiem
nadcisnienie nadciśnienie
napedza napędza
niekorzystna niekorzystną
niepelne niepełne
oddzielna oddzielną
podlegajacego podlegającego
podwladni podwładni
pognal pognał
polozylam położyłam
posiasc posiąść
powstawalo powstawało
pozeracza pożeracza
prasa prasą
programisci programiści
przedluzanie przedłużanie
przestajac przestając
przesuniete przesunięte
realnosci realności
regulaminow regulaminów
sasiadujace sąsiadujące
starozytne starożytne
studiuja studiują
szmajdzinski szmajdziński
scigane ścigane
uplasowaly uplasowały
uslugowych usługowych
uszlo uszło
uwiezionych uwięzionych
wykonaja wykonają
wylonily wyłoniły
wymienilismy wymieniliśmy
zachwycaja zachwycają
zaczerpnac zaczerpnąć
zatytulowane zatytułowane
zabkowicach ząbkowicach
zglosilismy zgłosiliśmy
zgloszeniem zgłoszeniem
zostawilismy zostawiliśmy
benzyna benzyną
ceremonie ceremonię
inscenizacje inscenizację
jastrzebski jastrzębski
kandydatura kandydaturą
konstruktorow konstruktorów
kosciach kościach
ktoremus któremuś
lapinski łapiński
lopaty łopaty
macierzynski macierzyński
miedzywojennych międzywojennych
naga nagą
najczestszych najczęstszych
napotykaja napotykają
naruszajace naruszające
nieograniczona nieograniczoną
nieustanna nieustanną
oddluzenia oddłużenia
odwrocili odwrócili
pekl pękł
plodnosci płodności
plywajacych pływających
plywalnia pływalnia
porzadkow porządków
posuwac posuwać
probuj próbuj
przejezdzaja przejeżdżają
przepasci przepaści
przydalyby przydałyby
przytrzymal przytrzymał
rownouprawnienia równouprawnienia
slabnie słabnie
starowce starówce
tamze tamże
tarcza tarczą
uciekly uciekły
ukaza ukażą
ukladami układami
ulozy ułoży
utrzymaja utrzymają
walach wałach
wialo wiało
wisniewskiego wiśniewskiego
wizytowki wizytówki
wspoldzialaniu współdziałaniu
wylal wylał
wyodrebnione wyodrębnione
wyodrebnionych wyodrębnionych
wypozyczalnia wypożyczalnia
wyrazen wyrażeń
wystepku występku
wzmocnil wzmocnił
zalatwianiu załatwianiu
zapanowalo zapanowało
zaslona zasłoną
zblizyli zbliżyli
zywnoscia żywnością
atutow atutów
bezzwlocznie bezzwłocznie
chlodnego chłodnego
chodzcie chodźcie
corkami córkami
docieralo docierało
dwojce dwójce
dzialaczka działaczka
istniejacymi istniejącymi
kobiecosci kobiecości
koninskiego konińskiego
kosmiczna kosmiczną
kuklinski kukliński
mieszaly mieszały
mojzesza mojżesza
nalezalem należałem
narazaja narażają
niezliczona niezliczoną
nude nudę
odciety odcięty
odnosilem odnosiłem
okazow okazów
pamietnej pamiętnej
plotnie płótnie
podazaja podążają
pokladow pokładów
poprawna poprawną
prawoslawnych prawosławnych
przyleglych przyległych
reputacje reputację
rozmowczyni rozmówczyni
rozsadnego rozsądnego
slupa słupa
spolkom spółkom
smiertelnej śmiertelnej
swiecila świeciła
ukryla ukryła
upil upił
urwala urwała
wloscy włoscy
wrazliwi wrażliwi
wschodzacych wschodzących
wyjdz wyjdź
wynajmuja wynajmują
wyobrazcie wyobraźcie
wyrazeniem wyrażeniem
zamknieci zamknięci
zamowilem zamówiłem
zatrudniajace zatrudniające
zlozylam złożyłam
zmienie zmienię
blagal błagał
blon błon
chlopom chłopom
cialach ciałach
determinacje determinację
efektywna efektywną
flaszke flaszkę
gloszenia głoszenia
hanbe hańbę
kieliszkow kieliszków
kopuly kopuły
kosztowna kosztowną
ksiegowych księgowych
marta martą
mlotkiem młotkiem
mogila mogiła
najnizej najniżej
nielatwe niełatwe
oszukal oszukał
pietnem piętnem
pochlonely pochłonęły
podwyzszony podwyższony
pokrewienstwo pokrewieństwo
polecialy poleciały
pomocna pomocną
ponczochy pończochy
przegrywaja przegrywają
przyczyniac przyczyniać
przyjmowaly przyjmowały
przyniose przyniosę
rolna rolną
rozwin rozwiń
siedz siedź
starczalo starczało
stezen stężeń
stolowym stołowym
swiatelka światełka
tluszczow tłuszczów
twierdzila twierdziła
udzialowiec udziałowiec
ustosunkowaly ustosunkowały
uzaleznieni uzależnieni
wolalaby wolałaby
wpadaly wpadały
wypowiedzialo wypowiedziało
zagadka zagadką
zaniepokoila zaniepokoiła
zaplacono zapłacono
zarabiajacy zarabiający
zarosli zarośli
zlosliwym złośliwym
znecal znęcał
zniszczyly zniszczyły
zwiekszajace zwiększające
antene antenę
bosnia bośnia
budowala budowała
charytatywna charytatywną
czekolade czekoladę
darl darł
dorecza doręcza
finalisci finaliści
hodowla hodowlą
idacym idącym
jezeliby jeżeliby
kasia kasią
klockow klocków
kondycja kondycją
kwitnacej kwitnącej
leczyca łęczyca
mialbys miałbyś
mowcie mówcie
nadarzyla nadarzyła
najwazniejsi najważniejsi
nakladane nakładane
nauczylismy nauczyliśmy
niedokladnie niedokładnie
niespodziewana niespodziewaną
ozenic ożenić
pelniaca pełniąca
pijacych pijących
poczuja poczują
podgorski podgórski
podnosze podnoszę
poprowadzila poprowadziła
praktykow praktyków
roslinnosc roślinność
sprecyzowac sprecyzować
strzega strzegą
szokujace szokujące
tesknia tęsknią
traktatow traktatów
uczelnia uczelnią
umre umrę
urzadzila urządziła
wiceprzewodniczaca wiceprzewodnicząca
wlozony włożony
wplywowi wpływowi
wrzeszczal wrzeszczał
wskazalo wskazało
wyobrazil wyobraził
zagladam zaglądam
zakopianskich zakopiańskich
zarzadzajacym zarządzającym
zdolnosciami zdolnościami
zeglarzy żeglarzy
atakujacych atakujących
doniosla doniosła
doswiadczona doświadczona
fabryka fabryką
filmowcow filmowców
grozily groziły
hufcow hufców
krolestwem królestwem
lamane łamane
michalowski michałowski
narkomanow narkomanów
niebezpieczenstwie niebezpieczeństwie
nieladnie nieładnie
niewlasciwa niewłaściwą
odwrotna odwrotną
piastowal piastował
poglebiac pogłębiać
popadaja popadają
porazeniem porażeniem
przedmiescie przedmieście
przelozone przełożone
przestalismy przestaliśmy
przypisuja przypisują
regulom regułom
skorka skórka
spacerowal spacerował
stambul stambuł
standardowa standardową
swobodna swobodną
umiejetnosciach umiejętnościach
wzrastac wzrastać
zadawalem zadawałem
zamosc zamość
zastrzezone zastrzeżone
zniosla zniosła
branzowe branżowe
coreczke córeczkę
gloszenie głoszenie
golej gołej
kaczynskim kaczyńskim
kreacje kreację
ksztaltach kształtach
kursowaly kursowały
lomzy łomży
lowicz łowicz
miedzyludzkich międzyludzkich
mozgow mózgów
nowoczesnie nowocześnie
odczulem odczułem
oddalismy oddaliśmy
odnajduja odnajdują
perla perła
piety pięty
pocieszal pocieszał
porownuja porównują
prawice prawicę
prowokowac prowokować
przebudowa przebudową
przechodzilem przechodziłem
przesluchaniach przesłuchaniach
przychodzacych przychodzących
spoldzielczej spółdzielczej
stwarzala stwarzała
smiertelnosc śmiertelność
swiadkowi świadkowi
uniemozliwiajacych uniemożliwiających
uwazanych uważanych
warszawiakow warszawiaków
wiazacej wiążącej
wlokl wlókł
wyrusza wyruszą
zaprojektowac zaprojektować
zasluzyc zasłużyć
zgloszonymi zgłoszonymi
zjadlem zjadłem
zlapano złapano
zyciorysie życiorysie
bulka bułka
ciotke ciotkę
dobil dobił
drzewostanow drzewostanów
dzielace dzielące
janine janinę
krolewna królewna
lezalam leżałam
lotnikow lotników
malowala malowała
naruszajacych naruszających
niedopelnienia niedopełnienia
oslone osłonę
pomyslach pomysłach
porownywania porównywania
poslubil poślubił
powiedzialas powiedziałaś
premierow premierów
przebudowac przebudować
rowerowa rowerową
rozwinely rozwinęły
szarosc szarość
telewidzow telewidzów
tesknil tęsknił
tyly tyły
unormowan unormowań
uzywaniu używaniu
wprowadzala wprowadzała
wracajacych wracających
wymyslaja wymyślają
wysluchalem wysłuchałem
zaapelowac zaapelować
zadeklarowalo zadeklarowało
zale żale
akceptacja akceptacją
dysponowaly dysponowały
dziesiatka dziesiątka
gubia gubią
ikona ikoną
klape klapę
klatka klatką
koldre kołdrę
kolkiem kółkiem
mlawie mławie
mozgiem mózgiem
namalowac namalować
nieszczesciu nieszczęściu
nieublaganie nieubłaganie
odprawial odprawiał
okreslajaca określającą
okrezna okrężną
podrozujacy podróżujący
pojeciami pojęciami
posunac posunąć
przekonalam przekonałam
resztke resztkę
rozbiezne rozbieżne
skorygowac skorygować
spotykalo spotykało
sypac sypać
smieszna śmieszna
swietuje świętuje
udaly udały
uporzadkowane uporządkowane
urzadzania urządzania
uswietnil uświetnił
wielmozny wielmożny
wielun wieluń
wrzucaja wrzucają
wykorzystaja wykorzystają
wzruszajace wzruszające
zachecenie zachęcenie
zapedy zapędy
zapisywal zapisywał
zrywajac zrywając
akcesoriow akcesoriów
ameryka ameryką
basenow basenów
biblie biblię
bolow bólów
brakujacych brakujących
ciagnika ciągnika
cyfrowa cyfrową
dziewczynka dziewczynką
gdanszczanie gdańszczanie
glodni głodni
jezdzacy jeżdżący
katedra katedrą
luznych luźnych
manewrow manewrów
mijajacym mijającym
odjezdza odjeżdża
okraglej okrągłej
pisywal pisywał
pobila pobiła
pochylic pochylić
porzadnej porządnej
pozyczac pożyczać
polfinalow półfinałów
przenioslem przeniosłem
przypowiesc przypowieść
reagowala reagowała
reprezentuje reprezentuję
rozlozyla rozłożyła
rozstrzygnieciem rozstrzygnięciem
roznicowania różnicowania
rzadzenie rządzenie
sluzac służąc
tluszcze tłuszcze
towarzyszacym towarzyszącym
trzymalo trzymało
uniemozliwil uniemożliwił
wiazacy wiążący
widzieliscie widzieliście
wierzcholka wierzchołka
wplaca wpłaca
wychodzilismy wychodziliśmy
wyniklo wynikło
wyobrazamy wyobrażamy
wytrwalosc wytrwałość
wzmozone wzmożone
zastanowila zastanowiła
zatrudnie zatrudnię
zawisly zawisły
zyto żyto
doktorow doktorów
duchowienstwa duchowieństwa
glogowa głogowa
jasniej jaśniej
klab kłąb
krylo kryło
nieznajomosci nieznajomości
nikly nikły
oddawala oddawała
oskarzal oskarżał
pochylal pochylał
przechodzace przechodzące
przyzwyczailismy przyzwyczailiśmy
sedziom sędziom
slowka słówka
stolek stołek
szalona szaloną
szanujacy szanujący
slina ślina
sniezna śnieżna
tatrzanski tatrzański
ucierpiala ucierpiała
utrzymujacy utrzymujący
uzyskana uzyskaną
wstawil wstawił
wyczerpuja wyczerpują
wyprzedzaja wyprzedzają
wyrozniajacy wyróżniający
wytworzyl wytworzył
zabijal zabijał
znajdujacymi znajdującymi
zarliwie żarliwie
bolszewikow bolszewików
chalupa chałupa
decydowalo decydowało
dziedzinca dziedzińca
glosowalem głosowałem
handlujacy handlujący
kadlub kadłub
nacieszyc nacieszyć
namiastke namiastkę
oczekiwalem oczekiwałem
podleglym podległym
powziecia powzięcia
prosilismy prosiliśmy
przebyl przebył
przeksztalcony przekształcony
przesluchany przesłuchany
przewodnia przewodnią
przywodztwo przywództwo
raczynski raczyński
rozgrywajacego rozgrywającego
smietany śmietany
tatrzanskie tatrzańskie
uchodzila uchodziła
uzmyslowic uzmysłowić
wiadomosciach wiadomościach
wladce władcę
wlasciwoscia właściwością
wpadajac wpadając
wplywal wpływał
wypelnionego wypełnionego
wyrazajacy wyrażający
zakwalifikowala zakwalifikowała
zamawiaja zamawiają
zamieniac zamieniać
zlecila zleciła
zakowski żakowski
agresywna agresywną
biegnace biegnące
chalupie chałupie
coreczki córeczki
dodaje dodaję
doznac doznać
kasze kaszę
kwitnace kwitnące
latajacych latających
lagodzenia łagodzenia
lodzianin łodzianin
mowcy mówcy
narastajacej narastającej
ocalaly ocalały
odplatnie odpłatnie
oglaszania ogłaszania
pieczatki pieczątki
pokonalo pokonało
pomylek pomyłek
przemieszczac przemieszczać
przestarzale przestarzałe
romow romów
sekula sekuła
skrzyzowaniach skrzyżowaniach
sciagajac ściągając
slubnym ślubnym
srodkom środkom
trzymajaca trzymająca
wartosciowym wartościowym
wydzielic wydzielić
wylaczen wyłączeń
wywodzace wywodzące
zabojcow zabójców
zachecali zachęcali
zbednej zbędnej
zlacze złącze
zeglarz żeglarz
czarnoskory czarnoskóry
eliminujac eliminując
koalicja koalicją
konczacej kończącej
korzysciach korzyściach
krzywa krzywą
kwitnacych kwitnących
line linę
maloletniego małoletniego
najslabszym najsłabszym
nietrzezwym nietrzeźwym
nizby niżby
obronila obroniła
odplatne odpłatne
osmioma ośmioma
oswiatowa oświatowa
poinformowaly poinformowały
przejazdzke przejażdżkę
przeslaniu przesłaniu
remontowac remontować
schowalem schowałem
skrzydlem skrzydłem
spalo spało
specjalizujacych specjalizujących
sprzedalo sprzedało
starostow starostów
strak strąk
szose szosę
teoretyczna teoretyczną
